"commentatorName","city","matches","price"
"Rudra Rajesh Shrivastava","Shahdol","1","₹ 750/day, 1000/match"
"Shubam","Jammu","1","₹ 1000/day, 500/match"
"Shubam","Jammu","1","₹ 1000/day, 500/match"
"Mohammad Kasim","Kanpur","1","₹ 2000/day, 1000/match"
"Mohammad Kasim","Kanpur","1","₹ 2000/day, 1000/match"
"YOYO Gopi","Jodhpur","1","₹ 500/day, 200/match"
"YOYO Gopi","Jodhpur","1","₹ 500/day, 200/match"
"Mehedi Hasan Rana","Dhaka (Bangladesh)","1","₹ 2000/day, 1000/match"
"Mehedi Hasan Rana","Dhaka (Bangladesh)","1","₹ 2000/day, 1000/match"
"Rafik Khan M","Barmer","1","₹ 300/day, 300/match"
"Rafik Khan M","Barmer","1","₹ 300/day, 300/match"
"Narendra Sharma","Agra","1","₹ 2500/day, 1000/match"
"Narendra Sharma","Agra","1","₹ 2500/day, 1000/match"
"Hitesh Jethwani","Dahod","1","₹ 5000/day, 1000/match"
"Hitesh Jethwani","Dahod","1","₹ 5000/day, 1000/match"
"Anubhav Narval","Hapur","1","₹ 2000/day, 1000/match"
"Anubhav Narval","Hapur","1","₹ 2000/day, 1000/match"
"Raj Shah","Ahmedabad","1","₹ 1500/day, 600/match"
"Raj Shah","Ahmedabad","1","₹ 1500/day, 600/match"
"Satyabhushan Pradhan","Saraipali","1","₹ 700/day, 500/match"
"Satyabhushan Pradhan","Saraipali","1","₹ 700/day, 500/match"
"Rafik Khan M","Barmer","1","₹ 300/day, 300/match"
"Rafik Khan M","Barmer","1","₹ 300/day, 300/match"
"Gautam","Rohtak","1","₹ 2000/day, 500/match"
"Gautam","Rohtak","1","₹ 2000/day, 500/match"
"Rahul Suthar","Jodhpur","1","₹ 700/day, 200/match"
"Rahul Suthar","Jodhpur","1","₹ 700/day, 200/match"
"Harish Bakle","Pune","1","₹ 1800/day, 600/match"
"Harish Bakle","Pune","1","₹ 1800/day, 600/match"
"Mehedi Hasan Rana","Dhaka (Bangladesh)","1","₹ 2000/day, 1000/match"
"Mehedi Hasan Rana","Dhaka (Bangladesh)","1","₹ 2000/day, 1000/match"
"Sanjay Fadat","Jalna","1","₹ 700/day, 200/match"
"Sanjay Fadat","Jalna","1","₹ 700/day, 200/match"
"Sundara mahalingam","Tirunelveli","1","₹ 300/day, 200/match"
"Sundara mahalingam","Tirunelveli","1","₹ 300/day, 200/match"
"YOYO Gopi","Jodhpur","1","₹ 500/day, 200/match"
"YOYO Gopi","Jodhpur","1","₹ 500/day, 200/match"
"majaz quadri","Karimnagar","1","₹ 800/day, 800/match"
"majaz quadri","Karimnagar","1","₹ 800/day, 800/match"
"Sachin Bhardwaj","Gaya","1","₹ 1000/day, 700/match"
"Sachin Bhardwaj","Gaya","1","₹ 1000/day, 700/match"
"Arunkumar KP","Bengaluru (Bangalore)","1","₹ 1500/day, 500/match"
"Arunkumar KP","Bengaluru (Bangalore)","1","₹ 1500/day, 500/match"
"Manish Kumar","Sumerpur (Rajasthan)","1","₹ 5000/day, 1000/match"
"Manish Kumar","Sumerpur (Rajasthan)","1","₹ 5000/day, 1000/match"
"Naveen Vashisht","New Delhi","1","₹ 800/day, 350/match"
"Naveen Vashisht","New Delhi","1","₹ 800/day, 350/match"
"Naresh Lodha","Barmer","1","₹ 1000/day, 200/match"
"Naresh Lodha","Barmer","1","₹ 1000/day, 200/match"
"Raj Moon","Khambhaliya","1","₹ 2100/day, 700/match"
"Raj Moon","Khambhaliya","1","₹ 2100/day, 700/match"
"Sarvesh Chauhan (C.J.)","Sidhi","1","₹ 500/day, 300/match"
"Sarvesh Chauhan (C.J.)","Sidhi","1","₹ 500/day, 300/match"
"Kuldeep Gautam","Jaipur","1","₹ 7000/day, 2500/match"
"Kuldeep Gautam","Jaipur","1","₹ 7000/day, 2500/match"
"Gautam","Rohtak","1","₹ 2000/day, 500/match"
"Gautam","Rohtak","1","₹ 2000/day, 500/match"
"Raj Bharti Umpir","Unnao","1","₹ 1000/day, 600/match"
"Raj Bharti Umpir","Unnao","1","₹ 1000/day, 600/match"
"Kapil Rajput","Ghaziabad","1","₹ 500/day, 300/match"
"Kapil Rajput","Ghaziabad","1","₹ 500/day, 300/match"
"Vamsy Attili","Amalapuram","1","₹ 1500/day, 1000/match"
"Vamsy Attili","Amalapuram","1","₹ 1500/day, 1000/match"
"Surya cri","Hyderabad (Telangana)","1","₹ 400/day, 200/match"
"Surya cri","Hyderabad (Telangana)","1","₹ 400/day, 200/match"
"Manish Kumar","Sumerpur (Rajasthan)","1","₹ 5000/day, 1000/match"
"Manish Kumar","Sumerpur (Rajasthan)","1","₹ 5000/day, 1000/match"
"Hitesh Jethwani","Dahod","1","₹ 5000/day, 1000/match"
"Hitesh Jethwani","Dahod","1","₹ 5000/day, 1000/match"
"Anubhav Narval","Hapur","1","₹ 2000/day, 1000/match"
"Anubhav Narval","Hapur","1","₹ 2000/day, 1000/match"
"Haroon Malik","Jammu","1","₹ 800/day, 300/match"
"Haroon Malik","Jammu","1","₹ 800/day, 300/match"
"Kuldeep Gautam","Jaipur","1","₹ 7000/day, 2500/match"
"Kuldeep Gautam","Jaipur","1","₹ 7000/day, 2500/match"
"Sundara mahalingam","Tirunelveli","1","₹ 300/day, 200/match"
"Sundara mahalingam","Tirunelveli","1","₹ 300/day, 200/match"
"Sarvesh Chauhan (C.J.)","Sidhi","1","₹ 500/day, 300/match"
"Sarvesh Chauhan (C.J.)","Sidhi","1","₹ 500/day, 300/match"
"Naveen Vashisht","New Delhi","1","₹ 800/day, 350/match"
"Naveen Vashisht","New Delhi","1","₹ 800/day, 350/match"
"Sachin Umrigar","Surat","1","₹ 2000/day, 1000/match"
"Sachin Umrigar","Surat","1","₹ 2000/day, 1000/match"
"Sagar Thakkar","Mumbai","1","₹ 3500/day, 900/match"
"Sagar Thakkar","Mumbai","1","₹ 3500/day, 900/match"
"VISHAL SUDHAKAR KASBE","Pune","1","₹ 1500/day, 800/match"
"VISHAL SUDHAKAR KASBE","Pune","1","₹ 1500/day, 800/match"
"Robin Singh","New Delhi","1","₹ 1000/day, 500/match"
"Robin Singh","New Delhi","1","₹ 1000/day, 500/match"
"Shahil Chauhan","Sihor","1","₹ 2000/day, 1500/match"
"Shahil Chauhan","Sihor","1","₹ 2000/day, 1500/match"
"Naveen Vashisht","New Delhi","1","₹ 800/day, 350/match"
"Naveen Vashisht","New Delhi","1","₹ 800/day, 350/match"
"Raj Shah","Ahmedabad","1","₹ 1500/day, 600/match"
"Raj Shah","Ahmedabad","1","₹ 1500/day, 600/match"
"Sanjay Fadat","Jalna","1","₹ 700/day, 200/match"
"Sanjay Fadat","Jalna","1","₹ 700/day, 200/match"
"Deepak Kumar SoNi","Mauganj","1","₹ 1000/day, 500/match"
"Deepak Kumar SoNi","Mauganj","1","₹ 1000/day, 500/match"
"Shibam Banerjee","Durgapur (West Bengal)","1","₹ 1500/day, 500/match"
"Shibam Banerjee","Durgapur (West Bengal)","1","₹ 1500/day, 500/match"
"P Naveen Rao","Hyderabad (Telangana)","1","₹ 3000/day, 1200/match"
"P Naveen Rao","Hyderabad (Telangana)","1","₹ 3000/day, 1200/match"
"RAVI SUREKA","Malda","1","₹ 1500/day, 1000/match"
"RAVI SUREKA","Malda","1","₹ 1500/day, 1000/match"
"Sanjeet Paswan","Bhilai","1","₹ 3000/day, 1500/match"
"Sanjeet Paswan","Bhilai","1","₹ 3000/day, 1500/match"
"Gautam","Rohtak","1","₹ 2000/day, 500/match"
"Gautam","Rohtak","1","₹ 2000/day, 500/match"
"Shubam","Jammu","1","₹ 1000/day, 500/match"
"Shubam","Jammu","1","₹ 1000/day, 500/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Tariq Ahmad","Srinagar (Jammu and Kashmir)","0","₹ 1000/day, 500/match"
"Tariq Ahmad","Srinagar (Jammu and Kashmir)","0","₹ 1000/day, 500/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Dinesh Kumar","Barmer","0","₹ 1200/day, 300/match"
"Dinesh Kumar","Barmer","0","₹ 1200/day, 300/match"
"Tushar Vyas","Navsari","0","₹ 3000/day, 1000/match"
"Tushar Vyas","Navsari","0","₹ 3000/day, 1000/match"
"Junned M Kumbhar","Kutch","0","₹ 500/day, 210/match"
"Junned M Kumbhar","Kutch","0","₹ 500/day, 210/match"
"Kishore","Chennai","0","₹ 500/day, 250/match"
"Kishore","Chennai","0","₹ 500/day, 250/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Omkar Bhadhodiya","Meerut","0","₹ 5000/day, 2000/match"
"Omkar Bhadhodiya","Meerut","0","₹ 5000/day, 2000/match"
"Mukesh Ahir","Bhavnagar","0","₹ 1000/day, 350/match"
"Mukesh Ahir","Bhavnagar","0","₹ 1000/day, 350/match"
"Shinde Pravin","Ahmadnagar Cantonment","0","₹ 2000/day, 1000/match"
"Shinde Pravin","Ahmadnagar Cantonment","0","₹ 2000/day, 1000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Arun Sain","Dariba","0","₹ 1000/day, 500/match"
"Arun Sain","Dariba","0","₹ 1000/day, 500/match"
"Ratan Singh","Lucknow","0","₹ 1000/day, 500/match"
"Ratan Singh","Lucknow","0","₹ 1000/day, 500/match"
"Brijesh Vora","Palanpur","0","₹ 2000/day, 500/match"
"Brijesh Vora","Palanpur","0","₹ 2000/day, 500/match"
"Chandrakant Yadav","Sanand, Ahmedabad","0","₹ 500/day, 500/match"
"Chandrakant Yadav","Sanand, Ahmedabad","0","₹ 500/day, 500/match"
"Moolchand Choudhary","Bikaner","0","₹ 800/day, 500/match"
"Moolchand Choudhary","Bikaner","0","₹ 800/day, 500/match"
"Ravi patil","Navi Mumbai","0","₹ 5000/day, 3000/match"
"Ravi patil","Navi Mumbai","0","₹ 5000/day, 3000/match"
"Prince Ganesh","Jajpur","0","₹ 1000/day, 500/match"
"Prince Ganesh","Jajpur","0","₹ 1000/day, 500/match"
"Kshitij Bhati","Jodhpur","0","₹ 3000/day, 700/match"
"Kshitij Bhati","Jodhpur","0","₹ 3000/day, 700/match"
"Nitin Mukati","Dewas","0","₹ 5000/day, 2500/match"
"Nitin Mukati","Dewas","0","₹ 5000/day, 2500/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Golu","Karnal","0","₹ 1500/day, 5000/match"
"Golu","Karnal","0","₹ 1500/day, 5000/match"
"Bharath","Tirupati","0","₹ 500/day, 300/match"
"Bharath","Tirupati","0","₹ 500/day, 300/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Akshaya Krishna","Bengaluru (Bangalore)","0","₹ 1000/day, 500/match"
"Akshaya Krishna","Bengaluru (Bangalore)","0","₹ 1000/day, 500/match"
"Ashish Dwivedi","Basti","0","₹ 1000/day, 500/match"
"Ashish Dwivedi","Basti","0","₹ 1000/day, 500/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"MD Hanif","Jaisalmer","0","₹ 300/day, 250/match"
"MD Hanif","Jaisalmer","0","₹ 300/day, 250/match"
"Ispak Guruji","Sikar","0","₹ 1000/day, 100/match"
"Ispak Guruji","Sikar","0","₹ 1000/day, 100/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"Tushar Vyas","Navsari","0","₹ 3000/day, 1000/match"
"Tushar Vyas","Navsari","0","₹ 3000/day, 1000/match"
"Raku 2151","Nagaur","0","₹ 1000/day, 300/match"
"Raku 2151","Nagaur","0","₹ 1000/day, 300/match"
"Chetanya Sharma","Jaipur","0","₹ 5000/day, 3000/match"
"Chetanya Sharma","Jaipur","0","₹ 5000/day, 3000/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Krishan Sri","Raichur","0","₹ 100/day, 500/match"
"Krishan Sri","Raichur","0","₹ 100/day, 500/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Ashu Sharma","Noida","0","₹ 800/day, 300/match"
"Ashu Sharma","Noida","0","₹ 800/day, 300/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Krishna","Lucknow","0","₹ 1500/day, 1000/match"
"Krishna","Lucknow","0","₹ 1500/day, 1000/match"
"izhar shariff","Mysore","0","₹ 1000/day, 600/match"
"izhar shariff","Mysore","0","₹ 1000/day, 600/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Nemichand Jangid","Barmer","0","₹ 1000/day, 500/match"
"Govind Chudasama","Jamnagar","0","₹ 1000/day, 500/match"
"Govind Chudasama","Jamnagar","0","₹ 1000/day, 500/match"
"Ragavi","Ambala","0","₹ 500/day, 500/match"
"Ragavi","Ambala","0","₹ 500/day, 500/match"
"Sanjay Gupta","Pune","0","₹ 2500/day, 1000/match"
"Sanjay Gupta","Pune","0","₹ 2500/day, 1000/match"
"Diyush Mahapatra","Bengaluru (Bangalore)","0","₹ 1000/day, 500/match"
"Diyush Mahapatra","Bengaluru (Bangalore)","0","₹ 1000/day, 500/match"
"S R Jangra Javelin","Hansi","0","₹ 1000/day, 500/match"
"S R Jangra Javelin","Hansi","0","₹ 1000/day, 500/match"
"Yathish","Bengaluru (Bangalore)","0","₹ 1500/day, 800/match"
"Yathish","Bengaluru (Bangalore)","0","₹ 1500/day, 800/match"
"Puspender Pratap Singh","Lucknow","0","₹ 2000/day, 1000/match"
"Puspender Pratap Singh","Lucknow","0","₹ 2000/day, 1000/match"
"Nishant Sharma","Jaipur","0","₹ 800/day, 500/match"
"Nishant Sharma","Jaipur","0","₹ 800/day, 500/match"
"Nikhil S","Mysore","0","₹ 400/day, 150/match"
"Nikhil S","Mysore","0","₹ 400/day, 150/match"
"Aman Gupta","New Delhi","0","₹ 5000/day, 300/match"
"Aman Gupta","New Delhi","0","₹ 5000/day, 300/match"
"Santosh Momingire","Pune","0","₹ 2500/day, 1000/match"
"Santosh Momingire","Pune","0","₹ 2500/day, 1000/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"Monish Lakshmi Rajan. R","Madurai","0","₹ 1200/day, 600/match"
"IAS Jitendra Singh","Nagaur","0","₹ 500/day, 500/match"
"IAS Jitendra Singh","Nagaur","0","₹ 500/day, 500/match"
"Sakaram Choudhary","Jalore","0","₹ 6000/day, 3000/match"
"Sakaram Choudhary","Jalore","0","₹ 6000/day, 3000/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Gaurav Kumar Jh","Dharuhera","0","₹ 2000/day, 500/match"
"Gaurav Kumar Jh","Dharuhera","0","₹ 2000/day, 500/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Sadam Khan","Barmer","0","₹ 400/day, 200/match"
"Satyam Gupta","Bahraich","0","₹ 1500/day, 500/match"
"Satyam Gupta","Bahraich","0","₹ 1500/day, 500/match"
"Liyakat Ali","Jaisalmer","0","₹ 900/day, 250/match"
"Liyakat Ali","Jaisalmer","0","₹ 900/day, 250/match"
"Dinesh Kumar","Barmer","0","₹ 1200/day, 300/match"
"Dinesh Kumar","Barmer","0","₹ 1200/day, 300/match"
"Ramanan","Vellore","0","₹ 2000/day, 500/match"
"Ramanan","Vellore","0","₹ 2000/day, 500/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Tanzil Shaikh","Amalner","0","₹ 1500/day, 1000/match"
"Tushar Vyas","Navsari","0","₹ 3000/day, 1000/match"
"Tushar Vyas","Navsari","0","₹ 3000/day, 1000/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Amritpal Singh Bhullar","Amritsar","0","₹ 2000/day, 500/match"
"Muhammad Faez","Karachi","0","₹ 1200/day, 500/match"
"Muhammad Faez","Karachi","0","₹ 1200/day, 500/match"
"MD Hanif","Jaisalmer","0","₹ 300/day, 250/match"
"MD Hanif","Jaisalmer","0","₹ 300/day, 250/match"
"Omkar Bhadhodiya","Meerut","0","₹ 5000/day, 2000/match"
"Omkar Bhadhodiya","Meerut","0","₹ 5000/day, 2000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Aashutosh Mane","Pune","0","₹ 1400/day, 1000/match"
"Mukesh Nitharwal","Sikar","0","₹ 2000/day, 500/match"
"Mukesh Nitharwal","Sikar","0","₹ 2000/day, 500/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rakesh Panwar","Nagaur","0","₹ 700/day, 300/match"
"Rajesh R","Maski","0","₹ 500/day, 1000/match"
"Rajesh R","Maski","0","₹ 500/day, 1000/match"
"Darshan Joshi","Dungarpur (Rajasthan)","0","₹ 1000/day, 500/match"
"Darshan Joshi","Dungarpur (Rajasthan)","0","₹ 1000/day, 500/match"
"Tariq Ahmad","Srinagar (Jammu and Kashmir)","0","₹ 1000/day, 500/match"
"Tariq Ahmad","Srinagar (Jammu and Kashmir)","0","₹ 1000/day, 500/match"
"Junned M Kumbhar","Kutch","0","₹ 500/day, 210/match"
"Junned M Kumbhar","Kutch","0","₹ 500/day, 210/match"
"DHRUV A JASANI","Surat","0","₹ 600/day, 600/match"
"DHRUV A JASANI","Surat","0","₹ 600/day, 600/match"
"Bittu (price)","Hyderabad (Telangana)","0","₹ 1/day, 500/match"
"Bittu (price)","Hyderabad (Telangana)","0","₹ 1/day, 500/match"
"M_r_Aalm_Khan","Samdari","0","₹ 700/day, 500/match"
"M_r_Aalm_Khan","Samdari","0","₹ 700/day, 500/match"
"Ashu Sharma","Noida","0","₹ 800/day, 300/match"
"Ashu Sharma","Noida","0","₹ 800/day, 300/match"
"Madan","Bikaner","0","₹ 500/day, 200/match"
"Madan","Bikaner","0","₹ 500/day, 200/match"
"ILAYAS BHAT","Ganderbal","0","₹ 1000/day, 1500/match"
"ILAYAS BHAT","Ganderbal","0","₹ 1000/day, 1500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Laxminarayan","Karauli","0","₹ 1000/day, 200/match"
"Laxminarayan","Karauli","0","₹ 1000/day, 200/match"
"Aslam","Kodinar","0","₹ 1000/day, 400/match"
"Aslam","Kodinar","0","₹ 1000/day, 400/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"Abdul Karim","Rangpur (Bangladesh)","0","₹ 1000/day, 600/match"
"Abdul Karim","Rangpur (Bangladesh)","0","₹ 1000/day, 600/match"
"Ratan Singh","Lucknow","0","₹ 1000/day, 500/match"
"Ratan Singh","Lucknow","0","₹ 1000/day, 500/match"
"Parvash Nagar","Ghaziabad","0","₹ 2000/day, 600/match"
"Parvash Nagar","Ghaziabad","0","₹ 2000/day, 600/match"
"VIAKSH VISHNOI VBK","Nagaur","0","₹ 1100/day, 500/match"
"VIAKSH VISHNOI VBK","Nagaur","0","₹ 1100/day, 500/match"
"D Shrevanth reddy","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"D Shrevanth reddy","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Chandrakant Yadav","Sanand, Ahmedabad","0","₹ 500/day, 500/match"
"Chandrakant Yadav","Sanand, Ahmedabad","0","₹ 500/day, 500/match"
"Yashraj Singh","Kolkata","0","₹ 1800/day, 700/match"
"Yashraj Singh","Kolkata","0","₹ 1800/day, 700/match"
"Puspender Pratap Singh","Lucknow","0","₹ 2000/day, 1000/match"
"Puspender Pratap Singh","Lucknow","0","₹ 2000/day, 1000/match"
"Prince Ganesh","Jajpur","0","₹ 1000/day, 500/match"
"Prince Ganesh","Jajpur","0","₹ 1000/day, 500/match"
"Brijesh Vora","Palanpur","0","₹ 2000/day, 500/match"
"Brijesh Vora","Palanpur","0","₹ 2000/day, 500/match"
"S R Jangra Javelin","Hansi","0","₹ 1000/day, 500/match"
"S R Jangra Javelin","Hansi","0","₹ 1000/day, 500/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Hem@ nth h@ncy","Bengaluru (Bangalore)","0","₹ 700/day, 400/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Riyaz","Hyderabad (Telangana)","0","₹ 2000/day, 1000/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Kadir Choudhary","Ghaziabad","0","₹ 1500/day, 500/match"
"Trilochan Karjee","Berhampur","0","₹ 500/day, 500/match"
"Trilochan Karjee","Berhampur","0","₹ 500/day, 500/match"
"VIAKSH VISHNOI VBK","Nagaur","0","₹ 1100/day, 500/match"
"VIAKSH VISHNOI VBK","Nagaur","0","₹ 1100/day, 500/match"
"Krishan Sri","Raichur","0","₹ 100/day, 500/match"
"Krishan Sri","Raichur","0","₹ 100/day, 500/match"
"Gaurav Kumar Jh","Dharuhera","0","₹ 2000/day, 500/match"
"Gaurav Kumar Jh","Dharuhera","0","₹ 2000/day, 500/match"
"Mukesh Nitharwal","Sikar","0","₹ 2000/day, 500/match"
"Mukesh Nitharwal","Sikar","0","₹ 2000/day, 500/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Abdul Aziz","Giridih","0","₹ 650/day, 250/match"
"Fasil Bhat","Kupwara","0","₹ 500/day, 500/match"
"Fasil Bhat","Kupwara","0","₹ 500/day, 500/match"
"brajesh bedvanshi","Ramgarh (Jharkhand)","0","₹ 2500/day, 1500/match"
"brajesh bedvanshi","Ramgarh (Jharkhand)","0","₹ 2500/day, 1500/match"
"Kuldeep Kumar","Jalandhar","0","₹ 450/day, 200/match"
"Kuldeep Kumar","Jalandhar","0","₹ 450/day, 200/match"
"Ravi Shankar","Tekari","0","₹ 350/day, 700/match"
"Ravi Shankar","Tekari","0","₹ 350/day, 700/match"
"Sakaram Choudhary","Jalore","0","₹ 6000/day, 3000/match"
"Sakaram Choudhary","Jalore","0","₹ 6000/day, 3000/match"
"Parthiban","Namakkal","0","₹ 100/day, 100/match"
"Parthiban","Namakkal","0","₹ 100/day, 100/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"surendra sagar","Merta","0","₹ 1000/day, 200/match"
"Amir313","Gurgaon","0","₹ 5000/day, 2000/match"
"Amir313","Gurgaon","0","₹ 5000/day, 2000/match"
"Krishna","Lucknow","0","₹ 1500/day, 1000/match"
"Krishna","Lucknow","0","₹ 1500/day, 1000/match"
"Fasil Bhat","Kupwara","0","₹ 500/day, 500/match"
"Fasil Bhat","Kupwara","0","₹ 500/day, 500/match"
"Kuldeep Kumar","Jalandhar","0","₹ 450/day, 200/match"
"Kuldeep Kumar","Jalandhar","0","₹ 450/day, 200/match"
"Shahre Alam Khan","Nindaura","0","₹ 800/day, 500/match"
"Shahre Alam Khan","Nindaura","0","₹ 800/day, 500/match"
"Liyakat Ali","Jaisalmer","0","₹ 900/day, 250/match"
"Liyakat Ali","Jaisalmer","0","₹ 900/day, 250/match"
"Amrit Kumar Singh","Lucknow","0","₹ 150/day, 100/match"
"Amrit Kumar Singh","Lucknow","0","₹ 150/day, 100/match"
"Ispak Guruji","Sikar","0","₹ 1000/day, 100/match"
"Ispak Guruji","Sikar","0","₹ 1000/day, 100/match"
"Raku 2151","Nagaur","0","₹ 1000/day, 300/match"
"Raku 2151","Nagaur","0","₹ 1000/day, 300/match"
"Sanjay Singh","Sidhi","0","₹ 500/day, 500/match"
"Sanjay Singh","Sidhi","0","₹ 500/day, 500/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"Hrishikesh Badve","Pune Cantonment","0","₹ 2000/day, 1000/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
"BHARAT Raut","Varangaon","0","₹ 1000/day, 500/match"
