TournamentName,TeamA,TeamAScore,TeamB,TeamBScore,ground,city,date,overs,Round,GameResult,gameLink
BGTA Premier League 4.0,MFC Master Blasters,108/3,SSL Smashers,104/2,District Sports Club BKC, Mumbai, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,MFC Master Blasters won by 4 runs,https://cricheroes.in/scorecard/2651082/BGTA-Premier-League-4.0/MFC-Master-Blasters-vs-SSL-Smashers
BGTA Premier League 4.0,SNGT Strikers,73/5,Crystal Panthers,44/6,District Sports Club BKC, Mumbai, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,SNGT Strikers won by 29 runs,https://cricheroes.in/scorecard/2650981/BGTA-Premier-League-4.0/SNGT-Strikers-vs-Crystal-Panthers
BGTA Premier League 4.0,BLR Warriors,80/6,BEST Allrounders,73/4,District Sports Club BKC, Mumbai, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,BLR Warriors won by 7 runs,https://cricheroes.in/scorecard/2651030/BGTA-Premier-League-4.0/BLR-Warriors-vs-BEST-Allrounders
BGTA Premier League 4.0,LGB Aces,30/6,MFC Master Blasters,35/3,District Sports Club BKC, Mumbai, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,MFC Master Blasters won by 4 wickets,https://cricheroes.in/scorecard/2651079/BGTA-Premier-League-4.0/LGB-Aces-vs-MFC-Master-Blasters
BGTA Premier League 4.0,Geetee Gladiators,94/4,Surat Challengers,99/5,District Sports Club BKC, Mumbai, 18-Dec-21, 6 Ov.,LEAGUE MATCHES,Surat Challengers won by 1 wicket,https://cricheroes.in/scorecard/2650963/BGTA-Premier-League-4.0/Geetee-Gladiators-vs-Surat-Challengers
New Gurgaon Premier League Season 2,JR 11,236/4,Kudos Global Service,120/10,Guru Dronacharya Cricket Academy, Gurgaon, 11-Dec-21, 20 Ov.,LEAGUE MATCHES,JR 11 won by 116 runs,https://cricheroes.in/scorecard/2334057/New-Gurgaon-Premier-League-Season-2/JR-11-vs-Kudos-Global-Service
New Gurgaon Premier League Season 2,Kudos Global Service,154/4,YS Corporate,155/4,Guru Dronacharya Cricket Academy, Gurgaon, 05-Dec-21, 20 Ov.,LEAGUE MATCHES,YS Corporate won by 6 wickets,https://cricheroes.in/scorecard/2334068/New-Gurgaon-Premier-League-Season-2/Kudos-Global-Service-vs-YS-Corporate
New Gurgaon Premier League Season 2,7 Lamps Vikings,67/10,RISING SMASHERS TEAM,68/1,Guru Dronacharya Cricket Academy, Gurgaon, 04-Dec-21, 20 Ov.,LEAGUE MATCHES,RISING SMASHERS TEAM won by 9 wickets,https://cricheroes.in/scorecard/2334061/New-Gurgaon-Premier-League-Season-2/7-Lamps-Vikings-vs-RISING-SMASHERS-TEAM
New Gurgaon Premier League Season 2,JR 11,182/9,Xcl Software,107/10,Guru Dronacharya Cricket Academy, Gurgaon, 04-Dec-21, 20 Ov.,LEAGUE MATCHES,JR 11 won by 75 runs,https://cricheroes.in/scorecard/2334027/New-Gurgaon-Premier-League-Season-2/JR-11-vs-Xcl-Software
New Gurgaon Premier League Season 2,7 Lamps Vikings,146/4,Xcl Software,150/6,Guru Dronacharya Cricket Academy, Gurgaon, 28-Nov-21, 20 Ov.,LEAGUE MATCHES,Xcl Software won by 4 wickets,https://cricheroes.in/scorecard/2334051/New-Gurgaon-Premier-League-Season-2/7-Lamps-Vikings-vs-Xcl-Software
New Gurgaon Premier League Season 2,JR 11,200/7,Palm Hills Stars,192/7,Guru Dronacharya Cricket Academy, Gurgaon, 28-Nov-21, 20 Ov.,LEAGUE MATCHES,JR 11 won by 8 runs,https://cricheroes.in/scorecard/2334045/New-Gurgaon-Premier-League-Season-2/JR-11-vs-Palm-Hills-Stars
New Gurgaon Premier League Season 2,UCC 2.0 (United Cricket Club) New Gurgaon,155/7,YS Corporate,159/2,Guru Dronacharya Cricket Academy, Gurgaon, 27-Nov-21, 20 Ov.,LEAGUE MATCHES,YS Corporate won by 8 wickets,https://cricheroes.in/scorecard/2334039/New-Gurgaon-Premier-League-Season-2/UCC-2.0-(United-Cricket-Club)-New-Gurgaon-vs-YS-Corporate
New Gurgaon Premier League Season 2,RISING SMASHERS TEAM,112/10,Kudos Global Service,108/8,Guru Dronacharya Cricket Academy, Gurgaon, 27-Nov-21, 20 Ov.,LEAGUE MATCHES,RISING SMASHERS TEAM won by 4 runs,https://cricheroes.in/scorecard/2334037/New-Gurgaon-Premier-League-Season-2/RISING-SMASHERS-TEAM-vs-Kudos-Global-Service
New Gurgaon Premier League Season 2,Kudos Global Service,166/6,7 Lamps Vikings,134/9,Guru Dronacharya Cricket Academy, Gurgaon, 21-Nov-21, 20 Ov.,LEAGUE MATCHES,Kudos Global Service won by 32 runs,https://cricheroes.in/scorecard/2334033/New-Gurgaon-Premier-League-Season-2/Kudos-Global-Service-vs-7-Lamps-Vikings
New Gurgaon Premier League Season 2,YS Corporate,187/5,RISING SMASHERS TEAM,152/8,Guru Dronacharya Cricket Academy, Gurgaon, 20-Nov-21, 20 Ov.,LEAGUE MATCHES,YS Corporate won by 35 runs,https://cricheroes.in/scorecard/2334021/New-Gurgaon-Premier-League-Season-2/YS-Corporate-vs-RISING-SMASHERS-TEAM
New Gurgaon Premier League Season 2,UCC 2.0 (United Cricket Club) New Gurgaon,240/3,Palm Hills Stars,121/10,Guru Dronacharya Cricket Academy, Gurgaon, 20-Nov-21, 20 Ov.,LEAGUE MATCHES,UCC 2.0 (United Cricket Club) New Gurgaon won by 119 runs,https://cricheroes.in/scorecard/2334017/New-Gurgaon-Premier-League-Season-2/UCC-2.0-(United-Cricket-Club)-New-Gurgaon-vs-Palm-Hills-Stars
New Gurgaon Premier League Season 2,JR 11,239/5,7 Lamps Vikings,148/6,Guru Dronacharya Cricket Academy, Gurgaon, 14-Nov-21, 20 Ov.,LEAGUE MATCHES,JR 11 won by 91 runs,https://cricheroes.in/scorecard/2334009/New-Gurgaon-Premier-League-Season-2/JR-11-vs-7-Lamps-Vikings
New Gurgaon Premier League Season 2,RISING SMASHERS TEAM,196/8,Xcl Software,188/7,Guru Dronacharya Cricket Academy, Gurgaon, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,RISING SMASHERS TEAM won by 8 runs,https://cricheroes.in/scorecard/2334003/New-Gurgaon-Premier-League-Season-2/RISING-SMASHERS-TEAM-vs-Xcl-Software
New Gurgaon Premier League Season 2,Palm Hills Stars,87/10,YS Corporate,88/3,Guru Dronacharya Cricket Academy, Gurgaon, 13-Nov-21, 20 Ov.,LEAGUE MATCHES,YS Corporate won by 7 wickets,https://cricheroes.in/scorecard/2426000/New-Gurgaon-Premier-League-Season-2/Palm-Hills-Stars-vs-YS-Corporate
New Gurgaon Premier League Season 2,Palm Hills Stars,81/10,RISING SMASHERS TEAM,82/2,Guru Dronacharya Cricket Academy, Gurgaon, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,RISING SMASHERS TEAM won by 8 wickets,https://cricheroes.in/scorecard/2361667/New-Gurgaon-Premier-League-Season-2/Palm-Hills-Stars-vs-RISING-SMASHERS-TEAM
New Gurgaon Premier League Season 2,Kudos Global Service,141/8,Xcl Software,145/1,Guru Dronacharya Cricket Academy, Gurgaon, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,Xcl Software won by 9 wickets,https://cricheroes.in/scorecard/2361665/New-Gurgaon-Premier-League-Season-2/Kudos-Global-Service-vs-Xcl-Software
New Gurgaon Premier League Season 2,UCC 2.0 (United Cricket Club) New Gurgaon,270/4,7 Lamps Vikings,146/8,Guru Dronacharya Cricket Academy, Gurgaon, 31-Oct-21, 20 Ov.,LEAGUE MATCHES,UCC 2.0 (United Cricket Club) New Gurgaon won by 124 runs,https://cricheroes.in/scorecard/2361661/New-Gurgaon-Premier-League-Season-2/UCC-2.0-(United-Cricket-Club)-New-Gurgaon-vs-7-Lamps-Vikings
New Gurgaon Premier League Season 2,JR 11,167/6,YS Corporate,154/9,Guru Dronacharya Cricket Academy, Gurgaon, 30-Oct-21, 20 Ov.,LEAGUE MATCHES,JR 11 won by 13 runs,https://cricheroes.in/scorecard/2333997/New-Gurgaon-Premier-League-Season-2/JR-11-vs-YS-Corporate
New Gurgaon Premier League Season 2,JR 11,213/4,UCC 2.0 (United Cricket Club) New Gurgaon,183/9,Guru Dronacharya Cricket Academy, Gurgaon, 24-Oct-21, 20 Ov.,LEAGUE MATCHES,JR 11 won by 30 runs,https://cricheroes.in/scorecard/2333987/New-Gurgaon-Premier-League-Season-2/JR-11-vs-UCC-2.0-(United-Cricket-Club)-New-Gurgaon
New Gurgaon Premier League Season 2,JR 11,123/10,RISING SMASHERS TEAM,125/5,Guru Dronacharya Cricket Academy, Gurgaon, 24-Oct-21, 20 Ov.,LEAGUE MATCHES,RISING SMASHERS TEAM won by 5 wickets,https://cricheroes.in/scorecard/2333992/New-Gurgaon-Premier-League-Season-2/JR-11-vs-RISING-SMASHERS-TEAM
New Gurgaon Premier League Season 2,Xcl Software,272/7,Palm Hills Stars,230/8,Guru Dronacharya Cricket Academy, Gurgaon, 23-Oct-21, 20 Ov.,LEAGUE MATCHES,Xcl Software won by 42 runs,https://cricheroes.in/scorecard/2333979/New-Gurgaon-Premier-League-Season-2/Xcl-Software-vs-Palm-Hills-Stars
New Gurgaon Premier League Season 2,Xcl Software,175/6,YS Corporate,176/9,Guru Dronacharya Cricket Academy, Gurgaon, 23-Oct-21, 20 Ov.,LEAGUE MATCHES,YS Corporate won by 1 wicket,https://cricheroes.in/scorecard/2333972/New-Gurgaon-Premier-League-Season-2/Xcl-Software-vs-YS-Corporate
New Gurgaon Premier League Season 2,Kudos Global Service,191/2,Palm Hills Stars,69/3,Guru Dronacharya Cricket Academy, Gurgaon, 17-Oct-21, 20 Ov.,LEAGUE MATCHES,"Kudos Global Service won by 35 runs (DLS method - Match reduced to 12.0 overs, target 105 runs)",https://cricheroes.in/scorecard/2333968/New-Gurgaon-Premier-League-Season-2/Kudos-Global-Service-vs-Palm-Hills-Stars
New Gurgaon Premier League Season 2,UCC 2.0 (United Cricket Club) New Gurgaon,138/7,RISING SMASHERS TEAM,141/4,Guru Dronacharya Cricket Academy, Gurgaon, 16-Oct-21, 20 Ov.,LEAGUE MATCHES,RISING SMASHERS TEAM won by 6 wickets,https://cricheroes.in/scorecard/2333967/New-Gurgaon-Premier-League-Season-2/UCC-2.0-(United-Cricket-Club)-New-Gurgaon-vs-RISING-SMASHERS-TEAM
New Gurgaon Premier League Season 2,7 Lamps Vikings,109/10,YS Corporate,111/4,Guru Dronacharya Cricket Academy, Gurgaon, 16-Oct-21, 20 Ov.,LEAGUE MATCHES,YS Corporate won by 6 wickets,https://cricheroes.in/scorecard/2333961/New-Gurgaon-Premier-League-Season-2/7-Lamps-Vikings-vs-YS-Corporate
New Gurgaon Premier League Season 2,Palm Hills Stars,170/4,7 Lamps Vikings,171/3,Guru Dronacharya Cricket Academy, Gurgaon, 10-Oct-21, 20 Ov.,LEAGUE MATCHES,7 Lamps Vikings won by 7 wickets,https://cricheroes.in/scorecard/2316676/New-Gurgaon-Premier-League-Season-2/Palm-Hills-Stars-vs-7-Lamps-Vikings
Pinak The Hundered,Flexibond XI Piank Elite II,123/9,Super Nova Pinak Elite III,125/6,Sardar Patel Stadium - Navrangpura, Ahmedabad, 17-Dec-21, The Hundred (100 Balls),FINAL,Super Nova Pinak Elite III won by 4 wickets,https://cricheroes.in/scorecard/2623589/Pinak-The-Hundered/Flexibond-XI-Piank-Elite-II-vs-Super-Nova-Pinak-Elite-III
Pinak The Hundered,Super Nova Pinak Elite III,138/7,Delta Warriors GNR Pinak 100 Balls,81/10,Shiv Shakti Mehamdabad Road, Ahmedabad, 12-Dec-21, The Hundred (100 Balls),SEMI FINAL,Super Nova Pinak Elite III won by 57 runs,https://cricheroes.in/scorecard/2586238/Pinak-The-Hundered/Super-Nova-Pinak-Elite-III-vs-Delta-Warriors-GNR-Pinak-100-Balls
Pinak The Hundered,TheSquad XI Pinak,128/7,Flexibond XI Piank Elite II,132/6,Shiv Shakti Mehamdabad Road, Ahmedabad, 12-Dec-21, The Hundred (100 Balls),SEMI FINAL,Flexibond XI Piank Elite II won by 4 wickets,https://cricheroes.in/scorecard/2586234/Pinak-The-Hundered/TheSquad-XI-Pinak-vs-Flexibond-XI-Piank-Elite-II
Pinak The Hundered,Delta Warriors GNR Pinak 100 Balls,107/6,SS Packaging Pinak Elite III,111/4,Shiv Shakti Mehamdabad Road, Ahmedabad, 05-Dec-21, The Hundred (75 Balls),SUPER LEAGUE,SS Packaging Pinak Elite III won by 6 wickets,https://cricheroes.in/scorecard/2570560/Pinak-The-Hundered/Delta-Warriors-GNR-Pinak-100-Balls-vs-SS-Packaging-Pinak-Elite-III
Pinak The Hundered,TheSquad XI Pinak,148/9,Super Nova Pinak Elite III,138/8,Shiv Shakti Mehamdabad Road, Ahmedabad, 05-Dec-21, The Hundred (100 Balls),SUPER LEAGUE,TheSquad XI Pinak won by 10 runs,https://cricheroes.in/scorecard/2570554/Pinak-The-Hundered/TheSquad-XI-Pinak-vs-Super-Nova-Pinak-Elite-III
Pinak The Hundered,Flexibond XI Piank Elite II,319/0,Unique XI Pinak 100 Balls,65/10,Shiv Shakti Mehamdabad Road, Ahmedabad, 05-Dec-21, The Hundred (100 Balls),SUPER LEAGUE,Flexibond XI Piank Elite II won by 254 runs,https://cricheroes.in/scorecard/2449437/Pinak-The-Hundered/Flexibond-XI-Piank-Elite-II-vs-Unique-XI-Pinak-100-Balls
Pinak The Hundered,Flexibond XI Piank Elite II,136/8,TheSquad XI Pinak,133/9,Shiv Shakti Mehamdabad Road, Ahmedabad, 28-Nov-21, The Hundred (100 Balls),SUPER LEAGUE,Flexibond XI Piank Elite II won by 3 runs,https://cricheroes.in/scorecard/2449404/Pinak-The-Hundered/Flexibond-XI-Piank-Elite-II-vs-TheSquad-XI-Pinak
Pinak The Hundered,Unique XI Pinak 100 Balls,81/9,Delta Warrior GNR Pinak 100 Balls,82/0,Shiv Shakti Mehamdabad Road, Ahmedabad, 28-Nov-21, The Hundred (100 Balls),SUPER LEAGUE,Delta Warrior GNR Pinak 100 Balls won by 10 wickets,https://cricheroes.in/scorecard/2505390/Pinak-The-Hundered/Unique-XI-Pinak-100-Balls-vs-Delta-Warrior-GNR-Pinak-100-Balls
Pinak The Hundered,SS Packaging Pinak Elite III,94/10,Super Nova Pinak Elite III,95/1,Shiv Shakti Mehamdabad Road, Ahmedabad, 28-Nov-21, The Hundred (100 Balls),SUPER LEAGUE,Super Nova Pinak Elite III won by 9 wickets,https://cricheroes.in/scorecard/2449398/Pinak-The-Hundered/SS-Packaging-Pinak-Elite-III-vs-Super-Nova-Pinak-Elite-III
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,82/3,SWARAJYA GROUP JPL,86/0,Jaykheda, Satana, 16-Dec-21, 8 Ov.,FINAL,SWARAJYA GROUP JPL won by 7 wickets,https://cricheroes.in/scorecard/2641463/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-SWARAJYA-GROUP-JPL
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,111/4,SA KINGS JPL,82/2,Jaykheda, Satana, 16-Dec-21, 8 Ov.,QUALIFIER 2,SAVATA WARRIORS JPL won by 29 runs,https://cricheroes.in/scorecard/2637216/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-SA-KINGS-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,113/4,BSK LIONS JPL,72/6,Jaykheda, Satana, 15-Dec-21, 8 Ov.,ELIMINATOR,SA KINGS JPL won by 41 runs,https://cricheroes.in/scorecard/2632888/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,116/0,SAVATA WARRIORS JPL,102/2,Jaykheda, Satana, 15-Dec-21, 8 Ov.,QUALIFIER 1,SWARAJYA GROUP JPL won by 14 runs,https://cricheroes.in/scorecard/2632887/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,69/2,BFC BOYS JPL,64/3,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,SAVATA WARRIORS JPL won by 5 runs,https://cricheroes.in/scorecard/2601615/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-BFC-BOYS-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,37/7,JANSEVA ROYALS JPL,38/3,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,JANSEVA ROYALS JPL won by 5 wickets,https://cricheroes.in/scorecard/2601612/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-JANSEVA-ROYALS-JPL
Jaykheda Premier League 2022 (Season 4th),BFC BOYS JPL,72/3,BSK LIONS JPL,75/1,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,BSK LIONS JPL won by 6 wickets,https://cricheroes.in/scorecard/2601606/Jaykheda-Premier-League-2022-(Season-4th)/BFC-BOYS-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),SAVATA WARRIORS JPL,67/2,SWARAJYA GROUP JPL,61/6,Jaykheda, Satana, 14-Dec-21, 6 Ov.,LEAGUE MATCHES,SAVATA WARRIORS JPL won by 6 runs,https://cricheroes.in/scorecard/2631712/Jaykheda-Premier-League-2022-(Season-4th)/SAVATA-WARRIORS-JPL-vs-SWARAJYA-GROUP-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,85/2,BFC BOYS JPL,67/4,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,SA KINGS JPL won by 18 runs,https://cricheroes.in/scorecard/2601487/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-BFC-BOYS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,73/2,JANSEVA ROYALS JPL,68/4,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,SWARAJYA GROUP JPL won by 5 runs,https://cricheroes.in/scorecard/2601484/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-JANSEVA-ROYALS-JPL
Jaykheda Premier League 2022 (Season 4th),BSK LIONS JPL,76/2,SAVATA WARRIORS JPL,61/5,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,BSK LIONS JPL won by 15 runs,https://cricheroes.in/scorecard/2601481/Jaykheda-Premier-League-2022-(Season-4th)/BSK-LIONS-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),BFC BOYS JPL,75/1,JANSEVA ROYALS JPL,47/3,Jaykheda, Satana, 13-Dec-21, 6 Ov.,LEAGUE MATCHES,BFC BOYS JPL won by 28 runs,https://cricheroes.in/scorecard/2601477/Jaykheda-Premier-League-2022-(Season-4th)/BFC-BOYS-JPL-vs-JANSEVA-ROYALS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,75/3,SA KINGS JPL,50/6,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,SWARAJYA GROUP JPL won by 25 runs,https://cricheroes.in/scorecard/2601475/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-SA-KINGS-JPL
Jaykheda Premier League 2022 (Season 4th),JANSEVA ROYALS JPL,69/2,BSK LIONS JPL,70/2,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,BSK LIONS JPL won by 5 wickets,https://cricheroes.in/scorecard/2601472/Jaykheda-Premier-League-2022-(Season-4th)/JANSEVA-ROYALS-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,64/2,BFC BOYS JPL,65/0,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,BFC BOYS JPL won by 7 wickets,https://cricheroes.in/scorecard/2601465/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-BFC-BOYS-JPL
Jaykheda Premier League 2022 (Season 4th),SA KINGS JPL,81/1,SAVATA WARRIORS JPL,74/4,Jaykheda, Satana, 12-Dec-21, 6 Ov.,LEAGUE MATCHES,SA KINGS JPL won by 7 runs,https://cricheroes.in/scorecard/2601459/Jaykheda-Premier-League-2022-(Season-4th)/SA-KINGS-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),SWARAJYA GROUP JPL,71/0,BSK LIONS JPL,58/6,Jaykheda, Satana, 11-Dec-21, 6 Ov.,LEAGUE MATCHES,SWARAJYA GROUP JPL won by 13 runs,https://cricheroes.in/scorecard/2601455/Jaykheda-Premier-League-2022-(Season-4th)/SWARAJYA-GROUP-JPL-vs-BSK-LIONS-JPL
Jaykheda Premier League 2022 (Season 4th),JANSEVA ROYALS JPL,61/4,SAVATA WARRIORS JPL,64/3,Jaykheda, Satana, 11-Dec-21, 6 Ov.,LEAGUE MATCHES,SAVATA WARRIORS JPL won by 4 wickets,https://cricheroes.in/scorecard/2601443/Jaykheda-Premier-League-2022-(Season-4th)/JANSEVA-ROYALS-JPL-vs-SAVATA-WARRIORS-JPL
Jaykheda Premier League 2022 (Season 4th),BSK LIONS JPL,69/1,SA KINGS JPL,70/0,Jaykheda, Satana, 11-Dec-21, 6 Ov.,LEAGUE MATCHES,SA KINGS JPL won by 7 wickets,https://cricheroes.in/scorecard/2601327/Jaykheda-Premier-League-2022-(Season-4th)/BSK-LIONS-JPL-vs-SA-KINGS-JPL
East Delhi Premier League,Patparganj Panthers By Tejoo,169/6,Krishna Nagar Royals By Odni Sarees,152/9,Yamuna Sports Complex, New Delhi, 13-Dec-21, 20 Ov.,FINAL,Patparganj Panthers By Tejoo won by 17 runs,https://cricheroes.in/scorecard/2624420/East-Delhi-Premier-League/Patparganj-Panthers-By-Tejoo-vs-Krishna-Nagar-Royals-By-Odni-Sarees
East Delhi Premier League,Jangpura Lions By Vestige,149/7,Krishna Nagar Royals By Odni Sarees,153/2,Yamuna Sports Complex, New Delhi, 12-Dec-21, 20 Ov.,SEMI FINAL,Krishna Nagar Royals By Odni Sarees won by 8 wickets,https://cricheroes.in/scorecard/2606107/East-Delhi-Premier-League/Jangpura-Lions-By-Vestige-vs-Krishna-Nagar-Royals-By-Odni-Sarees
East Delhi Premier League,Gandhi Nagar Gladiators By Bhutani Infra,134/5,Patparganj Panthers By Tejoo,136/1,Yamuna Sports Complex, New Delhi, 11-Dec-21, 20 Ov.,SEMI FINAL,Patparganj Panthers By Tejoo won by 9 wickets,https://cricheroes.in/scorecard/2606100/East-Delhi-Premier-League/Gandhi-Nagar-Gladiators-By-Bhutani-Infra-vs-Patparganj-Panthers-By-Tejoo
East Delhi Premier League,Kondli Kings By Vedanya,102/10,Jangpura Lions By Vestige,106/1,Yamuna Sports Complex, New Delhi, 10-Dec-21, 20 Ov.,LEAGUE MATCHES,Jangpura Lions By Vestige won by 9 wickets,https://cricheroes.in/scorecard/2571082/East-Delhi-Premier-League/Kondli-Kings-By-Vedanya-vs-Jangpura-Lions-By-Vestige
East Delhi Premier League,Okhla Tigers EDPL By Gaba Properties,147/7,Patparganj Panthers By Tejoo,151/6,Yamuna Sports Complex, New Delhi, 09-Dec-21, 20 Ov.,LEAGUE MATCHES,Patparganj Panthers By Tejoo won by 4 wickets,https://cricheroes.in/scorecard/2571079/East-Delhi-Premier-League/Okhla-Tigers-EDPL-By-Gaba-Properties-vs-Patparganj-Panthers-By-Tejoo
East Delhi Premier League,Shahadra Avengers By Mansha Traders,120/10,Gandhi Nagar Gladiators By Bhutani Infra,123/2,Yamuna Sports Complex, New Delhi, 09-Dec-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators By Bhutani Infra won by 8 wickets,https://cricheroes.in/scorecard/2571077/East-Delhi-Premier-League/Shahadra-Avengers-By-Mansha-Traders-vs-Gandhi-Nagar-Gladiators-By-Bhutani-Infra
East Delhi Premier League,Vishwas Nagar Devils By Shree Jee,137/6,Krishna Nagar Royals By Odni Sarees,139/2,Yamuna Sports Complex, New Delhi, 08-Dec-21, 20 Ov.,LEAGUE MATCHES,Krishna Nagar Royals By Odni Sarees won by 8 wickets,https://cricheroes.in/scorecard/2571075/East-Delhi-Premier-League/Vishwas-Nagar-Devils-By-Shree-Jee-vs-Krishna-Nagar-Royals-By-Odni-Sarees
East Delhi Premier League,Jangpura Lions By Vestige,179/4,Trilokpuri Stars By Samridhi Group,68/10,Yamuna Sports Complex, New Delhi, 08-Dec-21, 20 Ov.,LEAGUE MATCHES,Jangpura Lions By Vestige won by 111 runs,https://cricheroes.in/scorecard/2571072/East-Delhi-Premier-League/Jangpura-Lions-By-Vestige-vs-Trilokpuri-Stars-By-Samridhi-Group
East Delhi Premier League,Okhla Tigers EDPL By Gaba Properties,166/3,Kondli Kings By Vedanya,110/10,Yamuna Sports Complex, New Delhi, 07-Dec-21, 20 Ov.,LEAGUE MATCHES,Okhla Tigers EDPL By Gaba Properties won by 56 runs,https://cricheroes.in/scorecard/2571068/East-Delhi-Premier-League/Okhla-Tigers-EDPL-By-Gaba-Properties-vs-Kondli-Kings-By-Vedanya
East Delhi Premier League,Shahadra Avengers By Mansha Traders,80/9,Laxmi Nagar Warriors EDPL By Sparky,84/7,Yamuna Sports Complex, New Delhi, 07-Dec-21, 20 Ov.,LEAGUE MATCHES,Laxmi Nagar Warriors EDPL By Sparky won by 3 wickets,https://cricheroes.in/scorecard/2571066/East-Delhi-Premier-League/Shahadra-Avengers-By-Mansha-Traders-vs-Laxmi-Nagar-Warriors-EDPL-By-Sparky
East Delhi Premier League,Trilokpuri Stars By Samridhi Group,115/7,Patparganj Panthers By Tejoo,119/2,Yamuna Sports Complex, New Delhi, 06-Dec-21, 20 Ov.,LEAGUE MATCHES,Patparganj Panthers By Tejoo won by 8 wickets,https://cricheroes.in/scorecard/2571062/East-Delhi-Premier-League/Trilokpuri-Stars-By-Samridhi-Group-vs-Patparganj-Panthers-By-Tejoo
East Delhi Premier League,Krishna Nagar Royals By Odni Sarees,155/5,Gandhi Nagar Gladiators By Bhutani Infra,156/3,Yamuna sports complex, Delhi, 06-Dec-21, 20 Ov.,LEAGUE MATCHES,Gandhi Nagar Gladiators By Bhutani Infra won by 7 wickets,https://cricheroes.in/scorecard/2588197/East-Delhi-Premier-League/Krishna-Nagar-Royals-By-Odni-Sarees-vs-Gandhi-Nagar-Gladiators-By-Bhutani-Infra
East Delhi Premier League,Vishwas Nagar Devils By Shree Jee,122/7,Laxmi Nagar Warriors EDPL By Sparky,123/6,Yamuna sports complex, Delhi, 05-Dec-21, 20 Ov.,LEAGUE MATCHES,Laxmi Nagar Warriors EDPL By Sparky won by 4 wickets,https://cricheroes.in/scorecard/2585116/East-Delhi-Premier-League/Vishwas-Nagar-Devils-By-Shree-Jee-vs-Laxmi-Nagar-Warriors-EDPL-By-Sparky
East Delhi Premier League,Okhla Tigers EDPL By Gaba Properties,135/7,Jangpura Lions By Vestige,125/10,Yamuna sports complex, Delhi, 05-Dec-21, 20 Ov.,LEAGUE MATCHES,Okhla Tigers EDPL By Gaba Properties won by 10 runs,https://cricheroes.in/scorecard/2582444/East-Delhi-Premier-League/Okhla-Tigers-EDPL-By-Gaba-Properties-vs-Jangpura-Lions-By-Vestige
